County,County Name,District,District Name, 2004-2005 ADA, 2005-2006 ADA, 2006-2007 ADA,2007-2008 ADA,2008-2009 ADA, 2009-2010 ADA,2010-2011 ADA, 2011-2012 ADA, 2012-2013 ADA, 2013-2014 ADA, 2014-2015 ADA, 2015-2016 ADA, 2016-2017 ADA, 2017-2018 ADA, 2018-2019 ADA, 2019-2020 ADA, 2020-2021 ADA
015,BEXAR COUNTY,015901,ALAMO HEIGHTS ISD,"4,161.37","4,273.20","4,270.88","4,319.02","4,352.76","4,456.45","4,483.22","4,528.25","4,557.84","4,557.15","4,529.23","4,588.66","4,616.58","4,556.24","4,622.32","4,592.28",4608.647
015,BEXAR COUNTY,015904,HARLANDALE ISD,"13,042.85","13,135.35","12,975.67","12,953.63","13,117.20","13,175.86","13,442.19","13,549.26","13,735.13","13,921.12","13,782.02","13,589.12","13,367.16","12,883.75","12,476.04","11,558.33",10139.723
015,BEXAR COUNTY,015905,EDGEWOOD ISD,"11,306.92","10,946.23","10,814.19","10,532.62","10,487.99","10,828.85","10,628.09","10,585.43","10,618.41","10,640.12","10,625.80","9,940.37","9,482.43","8,956.28","8,831.14","7,895.49",8090.808
015,BEXAR COUNTY,015906,RANDOLPH FIELD ISD,"1,009.62","1,014.18","1,099.67","1,101.76","1,133.82","1,137.13","1,123.09","1,106.69","1,135.68","1,133.40","1,236.12","1,307.42","1,368.05","1,388.68","1,406.94","1,364.93",1373.381
015,BEXAR COUNTY,015907,SAN ANTONIO ISD,"51,196.47","50,958.12","49,961.28","49,316.60","49,035.28","48,824.11","48,842.05","48,792.70","48,769.51","48,467.96","48,294.03","47,406.77","46,430.85","44,376.80","42,746.81","39,407.26",39178.885
015,BEXAR COUNTY,015908,SOUTH SAN ANTONIO ISD,"8,873.07","8,810.44","8,914.18","8,934.06","9,102.15","9,076.09","8,987.99","8,944.09","8,950.01","9,122.78","9,085.52","8,988.74","8,758.02","8,197.26","7,877.33","7,085.64",7311.015
015,BEXAR COUNTY,015909,SOMERSET ISD,"3,126.24","3,131.95","3,176.93","3,166.86","3,170.00","3,359.62","3,409.20","3,509.47","3,518.61","3,626.42","3,625.65","3,632.14","3,703.43","3,754.93","3,744.51","3,585.09",3629.82
015,BEXAR COUNTY,015910,NORTH EAST ISD,"53,842.92","55,865.91","57,306.54","58,290.32","59,744.44","61,479.99","62,697.77","63,634.24","63,932.90","64,308.08","63,844.45","63,683.56","63,166.49","61,665.03","60,584.84","58,083.73",57794.561
015,BEXAR COUNTY,015911,EAST CENTRAL ISD,"7,314.57","7,597.39","7,891.01","8,153.60","8,340.04","8,549.67","8,764.80","8,696.41","8,864.94","8,969.16","9,027.86","9,383.86","9,375.36","9,363.58","9,173.84","8,983.13",8508.877
015,BEXAR COUNTY,015912,SOUTHWEST ISD,"9,122.36","9,362.04","9,686.13","10,092.30","10,439.76","10,631.87","11,012.22","11,495.49","11,979.77","12,322.27","12,551.97","12,660.03","12,749.54","12,651.37","12,546.73","12,044.12",12277.602
015,BEXAR COUNTY,015913,LACKLAND ISD,880.01,825.19,782.14,781.04,855.11,843.43,908.41,994.07,926.76,852.02,808.32,867.03,970.24,970.24,"1,005.31",963.45,970.437
015,BEXAR COUNTY,015914,FT SAM HOUSTON ISD,"1,129.05","1,150.40","1,267.25","1,308.55","1,304.35","1,321.91","1,299.52","1,417.92","1,459.44","1,428.95","1,379.52","1,431.55","1,452.71","1,484.28","1,476.44","1,419.88",1411.861
015,BEXAR COUNTY,015915,NORTHSIDE ISD,"69,454.18","73,362.70","76,413.09","79,720.81","82,443.79","85,277.44","88,580.58","91,223.49","93,064.65","95,202.71","96,475.44","97,952.07","98,688.43","98,628.29","98,226.71","96,342.96",96670.577
015,BEXAR COUNTY,015916,JUDSON ISD,"17,039.03","18,034.60","18,869.11","19,410.83","19,877.55","20,252.45","20,566.52","20,782.27","20,988.52","21,390.58","21,716.41","21,522.12","21,315.14","21,390.52","21,251.85","21,190.78",21812.255
015,BEXAR COUNTY,015917,SOUTHSIDE ISD,"4,494.04","4,507.31","4,539.14","4,644.90","4,713.41","4,775.59","4,839.14","4,732.45","4,655.06","4,703.19","4,861.90","5,110.55","5,126.78","5,134.94","5,111.40","4,968.86",5121.383
015,BEXAR COUNTY,015950,REG XX EDUCATION SERVICE CENTER,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
016,BLANCO COUNTY,016901,JOHNSON CITY ISD,655.44,651.00,659.77,659.47,667.12,651.22,675.72,689.60,683.83,671.25,660.80,665.64,661.61,631.45,623.65,607.64,584.787
016,BLANCO COUNTY,016902,BLANCO ISD,925.65,937.98,933.28,921.00,895.08,907.60,909.11,914.10,902.86,928.11,939.91,947.78,979.61,970.94,962.13,956.32,951.994
017,BORDEN COUNTY,017901,BORDEN COUNTY ISD,161.73,156.57,143.71,159.53,188.16,212.55,216.07,203.63,229.24,241.57,240.40,237.95,239.73,221.09,202.73,195.84,213.923
018,BOSQUE COUNTY,018901,CLIFTON ISD,"1,107.12","1,125.45","1,095.54","1,111.17","1,079.90","1,067.54","1,051.52","1,040.08",949.44,966.23,950.85,924.30,954.60,939.87,951.22,930.26,960.409
018,BOSQUE COUNTY,018902,MERIDIAN ISD,489.76,504.37,490.75,494.39,496.53,486.79,490.75,505.50,484.41,488.77,466.32,453.52,454.06,453.57,441.91,392.26,388.124
018,BOSQUE COUNTY,018903,MORGAN ISD,157.73,152.70,130.57,111.37,102.92,119.38,112.01,98.32,95.51,105.14,99.38,120.10,114.35,118.72,111.54,114.28,125.262
018,BOSQUE COUNTY,018904,VALLEY MILLS ISD,584.56,587.41,571.76,553.18,567.44,587.83,593.96,609.28,573.17,569.81,576.68,568.31,586.27,599.99,598.20,581.29,565.126
018,BOSQUE COUNTY,018905,WALNUT SPRINGS ISD,232.91,225.48,192.05,192.48,187.07,196.91,179.25,179.66,175.54,159.74,158.00,172.06,170.41,162.50,174.55,162.76,116.86
018,BOSQUE COUNTY,018906,IREDELL ISD,133.56,135.32,130.35,124.62,114.88,126.34,126.05,124.02,126.86,127.53,131.10,127.98,132.41,128.12,131.14,141.63,134.201
018,BOSQUE COUNTY,018907,KOPPERL ISD,284.38,266.94,260.42,252.87,245.75,231.12,229.23,227.71,217.40,205.92,208.74,201.79,194.43,200.14,185.51,160.63,161.889
018,BOSQUE COUNTY,018908,CRANFILLS GAP ISD,96.68,93.59,96.81,92.55,83.39,99.41,106.00,108.68,115.89,107.87,114.93,118.02,124.14,121.96,124.04,119.81,121.182
019,BOWIE COUNTY,019000,BOWIE COUNTY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
019,BOWIE COUNTY,019802,EAGLE ACADEMY OF TEXARKANA,0.00,,0.00,,,,,,,,,,,,,,
019,BOWIE COUNTY,019901,DEKALB ISD,838.97,812.21,775.26,729.69,762.08,737.31,744.46,754.77,725.16,723.86,736.31,740.62,741.63,734.47,713.65,708.81,697.078
019,BOWIE COUNTY,019902,HOOKS ISD,"1,003.98",981.19,966.40,968.88,974.60,942.93,879.94,831.08,829.59,827.96,803.65,828.61,863.40,889.41,864.17,812.73,776.397
019,BOWIE COUNTY,019903,MAUD ISD,438.04,442.66,445.18,451.29,462.47,478.51,476.49,474.56,444.14,447.21,434.31,443.62,442.15,438.50,433.18,433.70,432.001
019,BOWIE COUNTY,019905,NEW BOSTON ISD,"1,282.79","1,304.88","1,358.63","1,327.92","1,295.87","1,298.93","1,287.57","1,231.31","1,257.10","1,270.35","1,225.29","1,245.23","1,238.36","1,202.27","1,143.79","1,082.02",1063.062
019,BOWIE COUNTY,019906,REDWATER ISD,"1,078.98","1,066.76","1,067.26","1,065.60","1,035.62","1,010.30","1,040.95","1,067.15","1,081.36","1,058.88","1,062.02","1,064.84","1,043.72","1,026.90","1,047.49","1,019.80",1028.473
019,BOWIE COUNTY,019907,TEXARKANA ISD,"5,334.52","5,432.09","5,510.11","5,810.62","6,019.37","6,200.27","6,324.44","6,414.30","6,458.98","6,550.07","6,480.58","6,357.66","6,423.54","6,445.45","6,410.00","7,586.55",6711.458
